amount_reviews,critics_consensus,date,duration,genre,images,rating,title
75,這些來自以阿兩邊的音樂家，自出生就互為敵手… 知名的德國指揮家愛德華，接受一項極為艱鉅的任務，要組一個橫跨以色列與巴勒斯坦的青年交響樂團，但他很快發現自己被捲入了一場風暴之中。原來這些來自以、阿的音樂家們，在不斷面對戰爭及恐怖攻擊的陰影下，自出生就互為敵手，根本很難共同完成一場交響樂演出…。  他們很快自動分成兩個派系，並以各自的小提琴手為首。首先是來自巴勒斯坦的蕾拉，雖然母親從小教她上街抗爭以色列，但她從不為所動，始終在佈滿催淚瓦斯的動亂中努力習琴。另一方的以色列提琴手朗恩，自幼練就紮實的古典音樂底子，甚至組成了樂隊。蕾拉每天前往特拉維夫場地練琴，得辛苦通過以色列軍隊駐守的檢查哨，甚至經常遭受羞辱。朗恩則直接將他的樂隊成員帶進樂團參加徵選，意圖影響團員比例，雙方衝突一觸即發…。  為能順利完成這場交響樂演出，愛德華決定傾他全部教學資源與溝通技巧，克服雙方的文化差異與國仇家恨。他真能成功讓大家放下仇恨、恐懼和偏執，彼此信任、團結起來，進而展開為期一個月的演練並順利登台嗎？  【電影簡介】  熱烈掌聲久久不歇《交響狂人》連奪德美雙料觀眾票選獎 結合悠揚交響樂與敏感國際情勢的電影《交響狂人》（Crescendo），今年初在德國慕尼黑國際影展上引發震撼。該片靈感取自現任柏林歌劇院總監丹尼爾巴倫邦（Daniel Barenboim）曾轟動一時的和平創舉，他曾將以色列與阿拉伯的年輕音樂家們，以1：1比例聚在一起演奏，祈能靡平以、阿之間劍拔弩張的氣氛而舉世嘩然。這部充滿話題的電影《交響狂人》，是由《顛父人生》歐洲影帝彼得西摩尼謝克（Peter Simonischek）擔綱主演，片中除演奏了韋瓦第《四季》、德弗札克《新世界》，以及拉威爾《波麗露》（戰火浮生錄）等名曲外，一場他大膽挑動雙方音樂家水火不容對峙飆罵的戲，幾乎遊走最敏感邊緣，後座力十足震撼觀眾，在慕尼黑國際影展首映時，掌聲熱烈長達十分鐘久久不歇，被國際媒體喻為「史上最艱鉅的交響任務」。  這部直探敏感火藥庫的音樂勵志片《交響狂人》，是德籍猶太裔導演托爾扎哈維（Dror Zahavi）的最新作品。他將知名指揮家丹尼爾巴倫邦的當年創舉入題，時隔21年再度蔚為佳話。1999年，丹尼爾巴倫邦成立「西東合集管弦樂團」＊，意圖致力以、阿和平。但世代傳承的家國仇恨，卻使樂團自成立即備受挑戰，經過多年努力才為世人稱頌，不僅曾獲邀在前教宗本篤十六世御前演奏，2012年於倫敦音樂節詮釋貝多芬全套交響曲，更是萬人空巷。電影《交響狂人》除劇情高潮迭，片中更倡導「寬恕」等人性最高貴價值，不僅勇奪柏林布蘭登堡猶太影展最佳德國電影，更連奪美國聖地牙哥猶太影展、路德維希港德國電影節等雙料觀眾票選獎。  電影《交響狂人》劇情描述知名的德國指揮家愛德華（彼得西摩尼謝克 飾），接受了一項極為艱難的任務，要組一個橫跨以色列與巴勒斯坦的青年交響樂團，卻被捲入一場愛恨糾葛的風暴之中…。這些來自敵對國家的年輕團員，自出生血液中就帶著家國仇恨，愛德華不僅得使出渾身解數，克服雙方差異、偏執與恐懼，更要讓他們在彼此信任、相互團結基礎上，展開訓練及登台演出…。讓人驚訝的是，導演托爾扎哈維為求真實，竟讓如假包換讓以色列和阿拉伯青年演員共同參與演出。片中更舉猶太人與德國人歷史為例，強調「天下無不能化解的仇恨」，而一句「和平是你們責無旁貸的任務」，更道出現今人們之於新世代的深切寄望。《交響狂人》在世界各地影展迴響熱烈，觀眾甚至含淚起立鼓掌，場面令人動容。台灣將於9月30日起正式上映。,2020-09-30,片長：01時52分,劇情,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\交響狂人.jpg,3.7,交響狂人
97,★改編自全球暢銷150萬冊、橫掃國內外逾十項大獎小說《我的房間保衛戰》！  彼得(奧克斯弗格雷飾)與外公艾德(勞勃狄尼洛飾)的感情非常好，直到被迫讓出自己的房間給外公住，彼得搬到了陰森可怕的閣樓，讓他燃起要把房間搶回來的決心！彼得和好友們設計了一連串惡整外公的計劃，包括：把房門拆了、在床上放蛇、把刮鬍泡沫偷換成泡沫膠等無良行為，而被激怒的外公艾德也不是省油的燈，他和一群公嬤輩老友也擬定「加倍奉還」的反擊策略，一場超狂又超鬧的房間保衛戰就此展開！  【關於電影】  改編自全球暢銷150萬冊、橫掃「馬克‧吐溫獎」、「西北太平洋圖書館協會青少年圖書獎」、「內布拉斯加州金索維獎」等國內外逾十項大獎小說《我的房間保衛戰》的2020年度超鬧爆笑喜劇《阿公當家》，集結勞勃狄尼洛、鄔瑪舒曼等影壇金牌卡司聯手搞笑，片中飾演孫子的奧克斯弗格雷更傳承了「教父」阿公與「追殺比爾」憤怒新娘的超狂基因，為搶房間展開超無良惡整大戰，讓飾演阿公的勞勃狄尼洛險些招架不住，在片中隸屬勞勃狄尼洛的公嬤隊員克里斯多夫華肯表示，其中一場彈簧床躲避球PK戲拍到膝蓋差點爆炸，他說：「那天我們這群公嬤隊員只要不小心跌倒，要再站起來還真得花點時間，彷彿聽到鈣質流失的聲音。」而勞勃狄尼洛拋開形象的爆笑演技更讓全劇組都笑到不行，製片馬文波特表示：「勞勃狄尼洛在每一場戲都有各種不同的詮釋方法，他散發著天生的演員魅力，每次看他現場演出都覺得很幸福，他總能用出乎意料的方式逗樂所有人。」,2020-09-30,片長：01時37分,喜劇,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\阿公當家.jpg,4.0,阿公當家
93,電影《刻在你心底的名字》故事聚焦在80年代剛解嚴的台灣，一對遊走在友誼，愛慕之間的高中同窗，他們在青春的騷動與性啟蒙的渴望牽引下冒險，因為學妹的出現而讓曖昧關係產生變化。,2020-09-30,片長：01時54分,劇情,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\刻在你心底的名字.jpg,4.1,刻在你心底的名字
86,★好萊塢鬼才大導演 提姆波頓 ★強尼戴普、薇諾娜瑞德主演最浪漫奇幻愛情電影 ★榮獲奧斯卡最佳化妝獎提名 ★本片獲英國電影獎最佳藝術設計等多項獎項 ★最悲傷和感動人心的奇幻愛情故事 揭開奇幻世界的神秘面紗  科學家住在一棟久無人跡的城堡裏，因為寂寞製作了一個人造男孩愛德華來陪他，只差手部尚未安裝完成，而留下一雙剪刀手。一天當科學家正要替愛德華換上正常手臂時，卻突然猝死。不知過了多久，雅芳小姐發現愛德華，將他帶回人類生活的社區，剛開始大家很害怕，後來發現愛德華有一雙妙手，能修剪花木，便請他來家中修飾庭園，或是幫鄰居剪出各式新穎的創意髮型，受到大家的喜愛，也是他與一個女孩戀愛的愛情故事。  【關於電影】  這是一個很悲傷的故事，然而它卻悲傷得很美麗....  年輕的主人翁愛德華（強尼戴普Johnny Depp飾演）是老科學家生前所未製造完成的「半成品機器人」 ，只差手部尚未安裝完成，而留下一雙剪刀手。後來他被雅芳小姐收養，帶到人類生活的郊區社區居住，體會到人類的友情、愛情溫馨的一面，也體會到殘酷的現實。  相當震撼的原創故事，點子來自導演「提姆波頓」小時候的想法。全片將童話般天真的元素和大量諷刺社會的元素作混合。全片仍然是相當迷人及幽默的。男主角「Johnny Depp」將心思敏感易碎的剪刀手男孩飾演的十分精湛，而恐怖片老天王「文森普萊斯」更在片中客串了片頭的老科學家一角。 ,2020-09-30,片長：01時45分,,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\剪刀手愛德華.jpg,4.0,剪刀手愛德華
93,★2020法國安錫動畫影展 世界首映 ★《女王的柯基》導演打造全新冒險童話，將率領傻萌動物大鬧破壞環境凶手，對抗邪惡的人類開採石油公司！ ★《冰原歷險記》《神偷奶爸》幕後製作團隊，中秋連假唯一闔家動畫首選 ★男孩與森林動物家庭的冒險新篇章！生態教育媲美《與森林共舞》，動物瘋狂更勝《動物方城市》 ★全片以絕美的阿拉斯加為背景，山巒、冰川及廢棄金礦等多樣壯闊地貌，歡迎全家一同前往大銀幕親身體驗  人類持續破壞環境，是時候動物們該站出來捍衛生存權益…  看似平凡的亞當，和雪麗（母親）、大腳怪（父親）以及他們的朋友偉波（大灰熊）、蒂娜（松鼠）、崔波（浣熊）一家人，這個非凡的大家庭一起在森林裡定居。沒想到隨著大腳怪父親越來越有名，父親也利用名氣嘗試改變世界。某天動保團體與父親聯繫，打算一起阻止石油公司開發並汙染動物的生存環境，沒想到父親在一次追查真相的過程中竟然莫名失蹤了！亞當和他的動物家人們，決定聯手找出大腳怪父親的下落，同時透過社群媒體試圖揭發石油公司的邪惡陰謀，他們一家人還有機會再次團聚嗎？  《森林特攻隊：大腳Y家族》是賣座動畫《女王的柯基》導演班史塔森的動物冒險新作，並聯手《冰原歷險記》《神偷奶爸》製作團隊、《地球人壞壞》編劇、布魯塞爾在地樂團Puggy共同傾心打造闔家觀賞的叢林童話。故事場景以絕美的阿拉斯加為藍圖，還加入了山巒、冰川及廢棄金礦等多樣地貌，讓這趟救援旅程增添豐富刺激的視覺效果。片中各種可愛的森林動物們紛紛出籠，對抗「大鯨魚」般的人類石油公司，除了伸張森林居住權的正義外，更貫徹「是一家人就要團結在一起」這樣普世卻最能貼入人心的溫暖理想。生態教育媲美《與森林共舞》，動物瘋狂更勝《動物方城市》，歡迎走進男孩與動物好友們的森林冒險新篇章！ ,2020-09-30,片長：01時29分,冒險,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\森林特攻隊：大腳ㄚ家族.jpg,3.9,森林特攻隊：大腳ㄚ家族
84,★2020動作喜劇再「進化」掀視覺新震撼！ ★《警察故事》神組合 成龍X唐季禮 九度聯手出擊！ ★流量男神楊洋《微微一笑很傾城》挑戰高強度動作片！ ★橫跨歐亞非三大洲，展開陸海空跨國大搜救！ ★導演唐季禮：「最棒、最爽、最過癮的動作喜劇！」  蜚聲國際的民營國際安保公司「急先鋒」由老闆唐煥庭（成龍 飾）成立，秉承傳統鏢局文化，「俠肝義膽、使命必達」。倫敦唐人街，數十萬居民和遊客參與春節舞龍遊行。受保人秦國立（樓學賢　飾）被不明身分人士劫持，休假中的急先鋒隊員雷震宇（楊洋　飾）、張凱旋（艾倫　飾）、彌雅（母其彌雅　飾）奉命趕來救援，經過一場惡鬥，最終救出秦國立。 秦國立曾為中東富商Massym工作，並不知其真實身份為中東某武裝組織頭目，待瞭解實情後秦國立已是後退無門。隨後，Massym在美軍的一次空襲行動喪生，其子Omar僥倖生還，他懷疑秦國立出賣父親並私吞財產故前來復仇，於是策劃了唐人街綁架。得救後的秦國立向急先鋒請求派人去非洲保護女兒Fareeda（徐若晗　飾）。  唐煥庭帶領隊員們前往非洲草原找到Fareeda，Omar則派來傭兵聯合當地盜獵集團與急先鋒隊員展開激戰，急先鋒隊員和Fareeda分散逃入叢林。敵人緊追在後，Fareeda駕駛水陸兩棲車駛入激流，上演一場驚險的激流搏鬥，險象環生，直至急先鋒後援駕直升飛機趕到，救出唐煥庭、彌雅，而雷震宇和Fareeda則落入敵人手中成為人質。  急先鋒利用高科技鎖定人質位置，派出精兵前往位在中東的組織基地實施營救計畫，在炸彈爆炸前一秒救回雷震宇和Fareeda。撤退之際，張凱旋為掩護眾隊友，遭崩塌的建物所掩埋。雷震宇冒著槍林彈雨返回救援，背回已無呼吸的張凱旋。眾人乘車撤離，雷震宇拼死搶救張凱旋，但張依然毫無生命跡象，團隊沉浸在悲傷的氛圍，雷震宇依然不放棄，拼死搶救，最終張凱旋奇蹟似地醒來，眾人轉悲為喜。可是Fareeda父親秦國立被敵人抓走。  原來Massym的財產全用來購買黃金，秦國立帶Omar前往在杜拜的黃金藏匿處。唐煥庭根據秦國立先前留下的資訊，聯合杜拜警方，布下天羅地網。交易現場，出現數輛鍍上黃金的超跑。Omar以黃金車與軍火商交換武器發射密碼，攻擊目標是杜拜港口的美國航母，急先鋒配合杜拜特警展開追緝。  Omar駕駛黃金車衝上杜拜街頭逃竄，購物中心水族館內，Omar及其手下被唐煥庭和雷震宇等急先鋒隊員擊倒，走投無路之下遭到逮捕，急先鋒不辱使命完成任務，收穫各方讚譽！ ,2020-09-30,片長：01時47分,懸疑/驚悚,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\急先鋒.jpg,3.4,急先鋒
96,★「京都動畫」虐心打造最動人催淚的愛情物語！ ★延續《紫羅蘭永恆花園》電視動畫情節，正宗本傳續集最終完結！ ★以電視動畫劇情為基礎，原創故事打造女主角「薇爾莉特」的未來！ ★ 集結石川由依、浪川大輔等超人氣聲優陣容擔綱配音！ ★全台動畫迷爭相傳頌「人類聖經」、「宇宙神作」的感人物語！ ★京都動畫大賞輕小說獲獎作品改編，電視動畫原班人馬再度回歸！ ★美不勝收的場面、扣人心弦的故事、響徹心底的音樂、聲優精湛的表現！  為心愛之人，送上最後一封信 ——「愛」究竟是什麼？ 曾經將愛告訴自己、給予自己的那個重要之人。 即使想見，卻再也無法相見。 永遠放開了手的，那個最最重要之人。  從事代筆職業的她，名叫薇爾莉特伊芙加登（石川由依配音）。在讓人們傷痕累累的戰爭結束後數年，嶄新的時代來臨，世界也逐漸恢復平穩，生活並隨著新技術開發而改變。就在讓人們開始往前邁進之時，心懷思念重要之人的薇爾莉特，卻必須在沒有「那個人」的世界中活著。直到某天，她看到了一封信…。  【關於電影】  京都動畫最動人催淚的愛情故事，正宗續集最終完結 《紫羅蘭永恆花園》由日本知名優質動畫品牌「京都動畫」打造，改編自曉佳奈創作、榮獲第5屆京都動畫大獎的輕小說作品，也是京都動畫大獎有史以來，唯一獲得「大賞獎」的作品（其餘幾屆的大賞獎都從缺）。本作女主角「薇爾莉特伊芙加登」，是位擁有金髮藍眼的美麗少女。身為孤兒的她，父母、年紀不詳，然而與她美貌相反的，是她那罕見的戰鬥能力。也因為她在戰爭時期的強大戰力，讓她被軍中同袍無視為人類，反而視為「武器」般的存在。之後因為戰爭失去雙手，薇爾莉特離開軍隊，並裝上義肢，開始在C·H郵政社擔任起「自動手記人偶」的代筆工作。這位像人偶般清澈無暇、沒有多餘感情的少女，為了想要理解當時戰場上重要之人，對她所要傳達的話語，她不斷前往各地，踏上一段尋找何謂「愛」的旅程。透過一次次為不同委託人工作，她與各式各樣的人們相遇，並將對方無法言說的話語，或是綿密的思念，化作一封又一封的書信，將重要之言給投遞出去。她也從這些人身上，逐漸學會人與人之間的相處與情感，並逐漸開始懂得什麼是「愛」…。  電視動畫於2018年1月10日起播出，一播出就引發極大轟動與討論，甚至被網友高度讚譽為「人類聖經」、「宇宙神作」。尤其電視動畫以劇場版的製作品質來打造，也再度證明京都動畫的誠意與製作實力。也因為電視動畫的轟動，讓製作團隊繼續在2019年推出劇場版動畫《紫羅蘭永恆花園外傳－永遠與自動手記人偶－》。尤其外傳在台灣上映後，隨即在影迷之間造成轟動，雖然全台當時只有12家戲院限定映演，不過隨著高度口碑，以及忠實觀眾們的多刷支持，讓該片的最終票房熱賣直逼1200萬元，充分展現本系列作品的絕佳魅力，也讓這部即將在台灣上映的《紫羅蘭永恆花園電影版》未演先轟動，再度受到全台觀眾的廣大關注。  本片將會以完全原創的劇情，為電視動畫的劇情作出延續，並將以「愛」作為主題，讓本系列邁向最終完結。製作團隊與原著作者曉佳奈也彼此分享劇本與設定資訊，讓薇爾莉特在這段追尋、感受「愛」的過程當中，又將會遇到什麼樣的人、事、物？而她某天無意中看到的一封信，內容又將會是什麼樣感動人心的內容？此外，本片的畫面尺寸也從電視動畫系列的16:9，調整為更寬、更適合電影銀幕比例的2.31:1。透過如此適合電影院觀賞的畫面比例，更生動描繪出天空、大海，甚至是山脈的遼遠廣闊。不僅對製作團隊來說是個挑戰，也顯示京都動畫一直推出優質動畫的堅持，值得台灣觀眾進戲院支持！,2020-09-30,片長：02時20分,,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\紫羅蘭永恆花園電影版.jpg,4.6,紫羅蘭永恆花園電影版
80,★創下台灣上映紀錄之最強日本軍武動畫電影！ ★前所未見、感官全開，彷彿置身戰場的4D體驗！  在比賽中擊敗大學選拔隊獲得勝利並成功解除過廢校危機後，大洗女子學園的戰車團隊成員們終於迎來了平穩的冬日時節。改選後的學生會，隨著三年級生的畢業，新任的執行幹部也開始慢慢運作了。某一天，平和的大洗女子學園因小桃突如其來的留級消息而騷動了起來，為了能通過AO入學考試順利進入大學，小桃以隊長之姿帶領大洗戰車道團隊參與冬季大會「無限軌道盃」，在對上首戰對手ＢＣ自由學園時，卻出乎意料地陷入苦戰！難道美穗等人以及小桃的未來將到此為止了嗎？究竟勝利女神最後會對哪一方微笑呢？為了共同面對新出現的難題，戰車團隊只好再度出動……,2020-10-08,片長：01時40分,,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\少女與戰車最終章第1+2話4D.jpg,3.8,少女與戰車最終章 第1+2話4D
100,★ 討債變養孩擔保品 變脫油瓶！ ★ 韓國影視天后河智苑 回歸大銀幕！ ★ 國民爸爸成東鎰 化身討債大叔！ ★ 新秀童星朴昭怡 萌度破表！  1993年仁川，粗魯又不好相處的高利貸業者頭石（成東鎰 飾）和宗培（金熙元 飾）想拿回欠債，卻意外地帶回九歲的承怡（朴昭怡 飾）作為擔保。  「擔保是什麼意思？」不知道什麼意思就成為擔保的承怡，因承怡媽媽遭到遣返，頭石和宗培必須負責把孩子送給別人領養。本以為承怡被有錢人家領養，卻發現送到不是原先想像的地方，兩人決定把承怡帶回家照顧。突然接管小孩，必須擔保小孩人生的頭石和宗培，與因欠債而被作為擔保的承怡，頭石、宗培、承怡這三個人，不知不覺成為彼此很特別的存在。 去討債卻遇到人生的寶貝！ 今年秋天，「擔保」將成為「寶貝」！  【關於製作】  打造出《機密同盟》、《國際市場：半世紀的諾言》、《喜馬拉雅：返家之路》、《那才是我的世界》等無數賣座電影的JK Film，這次以溫馨療癒的感動新作《無價之保》和觀眾見面。JK Film以訴求滿滿父愛的《國際市場：半世紀的諾言》；詼諧描繪南北韓刑警協同辦案的《機密同盟》；真實事件改編，挑戰遠征高峰的《喜馬拉雅：返家之路》；前拳擊手哥哥和罹患學者症候群的弟弟，開啟一段與眾不同人生的《那才是我的世界》等，透過有趣的劇情，引發群體共鳴，受到廣大觀眾的喜愛。 JK Film在2020年帶給觀眾療癒系新片《無價之保》，訴說著冷酷無情的高利貸業者「頭石」和他的後輩「宗培」，為了去討回欠債，卻意外以九歲的女孩「承怡」作為擔保，及其養育過程中所發生的故事。前往討債的高利貸業者「頭石」和「宗培」，偶然間以孩子作為擔保的獨特設定，引發觀眾的好奇。在電影《美麗的和聲》中使用溫暖的視角，引發在觀眾引發共鳴的導演姜大奎，再次發揮了細膩的執導能力，更增添了對《無價之保》的期待。  一開始讀了劇本後，飾演大人「承怡」的河智苑就感動的流下了淚水，她表示：「觀眾看了《無價之保》之後，一定能夠深刻地感到共鳴，本片是這個時代必不可或缺的電影。」表達出毫不猶豫接演電影的原因。飾演「頭石」的成東鎰表示：「我有自信到可以用我的三個小孩保證，我也很想讓我的小孩看這部電影。」如此表達出強烈的自信，令人更加期待這部電影。像這樣討喜且擁有溫暖魅力的2020療癒系電影《無價之保》，將於今年秋天溫暖上映，不僅給觀眾帶來幸福的微笑，更能讓各年齡層都能感到共鳴，傳遞真誠的感動，留下令人回味的餘韻。 ,2020-10-08,片長：01時53分,,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\無價之保.jpg,4.3,無價之保
86,"「一個人創造一個江湖，鄭問的作品，讓我們跟千古英雄有了共同的呼吸。」  鄭問為風靡全亞洲之漫畫巨擘，其融合水墨藝術與西方繪畫技巧之美學獨樹一幟，加以對創作媒材、技法不拘一格的靈活運用，迄今尚無人能超越。他對歷史、社會、人性的觀察與思考，亦透過其畫技與構圖的掌控力，鎔鑄成獨樹一幟的「鄭問美學」。  鄭問的職業生涯足跡遍佈臺灣、日本、香港、中國等地，亦為臺灣極少數同時親身參與日本、香港、中國動漫與遊戲產業運作之重量級漫畫家；1990年代在日本發表作品引起轟動，以《東周英雄傳》獲得日本漫畫家協會「優秀賞」。  耗時2年，王婉柔導演帶著拍攝團隊踏上15,000公里的飛行航程，橫跨台灣、香港、日本和中國訪談超過 50 位漫畫及出版界人士。期以鄭問之生涯及創作為經緯，重現老師之精神與美學，將鄭問超越時代的藝術成就，透過影像設計與人物訪談，令其帶給後世之影響力予以持續擴散。",2020-10-08,片長：02時15分,,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\千年一問.jpg,3.8,千年一問
96,★ 爆笑超越《雞不可失》，南韓年度最瘋狂動作喜劇！ ★ 南韓影史首部劫機動作喜劇，意想不到的救援英雄爆笑登場！ ★ 地面賣麻花，空中救全家，前所未見、高潮迭起的逆轉動作喜劇！ ★《偷天對決》、《王牌計中計》、《北風》製作團隊爆笑打造！ ★《白頭山：半島浩劫》、《極限逃生》視覺公司打造超狂特效場面！ ★ 集結南韓華麗卡司，帶來搞笑無極限的完美動作喜劇！ ★「韓流天后」嚴正化再展矯健身手，麻花店老闆娘帥氣變身女打仔！ ★《闇黑新世界》陰森奸角朴星雄，將以前所未見的最可愛形象登場！ ★「國民女婿」李相侖跳脫暖男形象，大展身手詮釋反派恐怖劫機份子！ ★《明明會說話》搞笑特務裴正楠，延續喜劇戲路，化身神經質新人空少！  地表最強大媽，拯救空中危「機」  ★ 爆笑超越《雞不可失》，南韓年度最瘋狂動作喜劇！ ★ 南韓影史首部劫機動作喜劇，意想不到的救援英雄爆笑登場！ ★ 地面賣麻花，空中救全家，前所未見、高潮迭起的逆轉動作喜劇！ ★《偷天對決》、《王牌計中計》、《北風》製作團隊爆笑打造！ ★《白頭山：半島浩劫》、《極限逃生》視覺公司打造超狂特效場面！ ★ 集結南韓華麗卡司，帶來搞笑無極限的完美動作喜劇！ ★「韓流天后」嚴正化再展矯健身手，麻花店老闆娘帥氣變身女打仔！ ★《闇黑新世界》陰森奸角朴星雄，將以前所未見的最可愛形象登場！ ★「國民女婿」李相侖跳脫暖男形象，大展身手詮釋反派恐怖劫機份子！ ★《明明會說話》搞笑特務裴正楠，延續喜劇戲路，化身神經質新人空少！  地表最強大媽，拯救空中危「機」 人氣麻花店老闆娘美英（嚴正化飾演），雖然一家人生活艱困，但她卻非常珍惜家人。某日，她意外獲得夏威夷旅行的機會，讓她帶著電腦修理高手老公石煥（朴星雄飾演）與女兒，展開人生首次的海外之旅。就在她們準備登機時，一群恐怖分子也登上同一班機，並在起飛後不久劫持了整架班機。眼看人生最大的幸福即將變調，也為了拯救家人與其他乘客，美英決定放下平凡過往，展現她隱藏已久的內功，開始營救全機乘客…。  【關於電影】  爆笑超越《雞不可失》，年度動作喜劇就看這一部 《特務搞飛機》是南韓影史首部以「劫機」作為題材的話題電影，故事描述麻花店老闆娘「美英」，和她專作電腦修理的年下老公「石煥」，兩人在生平首度的家庭旅行當中，為了拯救被劫持的班機，而展開一場超ㄎㄧㄤ的爆笑動作救援，並將透過動作、諜報、喜劇等多樣看點，挑動觀眾捧腹大笑的神經。全片不僅將在銀幕上展現痛快不已的動作場面，更將在放聲歡笑的同時，帶來驚心動魄的劫機場面。尤其主角並非是有特殊能力的超級英雄，而是過著平凡生活的普通人，因為是班機上的唯一救星，意外成為了全機的救援英雄。除了男女主角之外，還有為了活捉目標而劫機的恐怖份子、夢想成為特務的空少、看似可疑的神秘女人、目中無人的國會議員，本片編劇為各個人物注入不同的情境與設定，即便大部分都在有限的機艙空間當中，導演也透過高超的場面調度功力，讓觀眾絲毫不會感到無趣，甚至還有許多劇情反轉，讓觀眾在電影結束之前，一刻都無法移開視線。  本片演員也是一時之選，憑藉電影《大浩劫》吸引千萬觀眾，並陸續榮獲百想藝術大賞、大鐘獎最佳女主角獎肯定的嚴正化，將從「韓流女王」搖身一變，成為解救全機的麻花店老闆娘。她將完美消化高強度的動作演技，並以無極限的爆笑魅力緊抓觀眾的心。而在《闇黑新世界》展現讓人不寒而慄角色的朴星雄，也將延續《我裡面的那傢伙》中的冷面笑匠功力，在本片化身精通電腦的高手，並與嚴正化詮釋女大男小的甜蜜夫妻。此外，李相侖、裴正楠、李先彬三位影星的加入，以及金南佶驚喜的客串演出，都將為全片碰撞出不同的火花，並為觀眾帶來爽快的爆笑場面。  不僅如此，本片也出動南韓影壇最精銳的製作團隊。首先，攝影指導金正宇將透過《明明會說話》、《致命目擊》、《偷天對決》等片所積累的技術性拍攝技法，成功拍出飛機內部的空間與速度感。曾獲青龍獎、大鐘獎肯定的美術指導朴逸賢，也為本片設計出輕快又帶些復古的配色，真實展現出全片獨特的浪漫與溫暖氣氛。而曾參與《極惡對決》、《飆風特警隊》、《北風》、《偷天對決》、《神之一手》等片的動作指導崔奉祿，也將透過獨特的動作編排，打造角色們在機艙中的極限動作。此外，曾打造出《白頭山：半島浩劫》、《極限逃生》等片的知名視覺特效公司「Demolition」，這回也為本片創造出滿足視覺的超狂特效場面，引領觀眾進入從未體驗過的搞笑動作世界。台前幕後的精采打造，不僅讓本片在上映前勇奪預售率冠軍，上映後的好評更持續升溫，並在南韓三大電影評分網站CGV獲得87%金蛋評分、Megabox觀眾評分8.5高分，更在Naver獲得觀眾9.64分極高評價。超高的娛樂性，也讓許多網友在觀賞後盛讚本片「年度最搞笑！」「是近期觀賞過最有意思的電影，強力推薦！」 ,2020-09-11,片長：01時41分,喜劇,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\特務搞飛機.jpg,4.1,特務搞飛機
92,《蠟筆小新》將以充滿無限想像的「塗鴉」主題，帶各位將視角集中在充滿神秘的「塗鴉王國」上，原本依靠豐富隨意的「塗鴉」作為運作來源的「塗鴉王國」，是以自由的塗鴉為能量來源，漂浮於空中的一個王國。但是，隨著時代變遷，近年在地面上看到塗鴉的機會減少，導致王國能源不足而快毀滅了…「塗鴉王國」的皇家軍隊賭上國家命運，開始進攻地面！！沒想到他們來到的地方，竟然是小新等人居住的春日部！！塗鴉王國珍寶「奇蹟蠟筆」能讓畫出來的東西動起來獲得珍寶的那位勇者就是－「超樂天的五歲小朋友」野原新之助！究竟小新能不能和他大筆畫出的塗鴉們一起拯救世界呢？,2020-09-11,片長：01時43分,喜劇,D:\Users\Administrator\gb5566\yahoo_ptt\media\movie\images\yahoo\蠟筆小新：激戰！塗鴉王國與差不多四勇者.jpg,4.5,蠟筆小新：激戰！塗鴉王國與差不多四勇者
